City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Maniitsoq,GL,2021-01-20 20:02:07,65.4167,-52.9,30.06,90,28,10.8
295,Fort-Shevchenko,KZ,2021-01-20 20:02:07,44.5086,50.263,26.65,91,100,11.63
296,Mattru,SL,2021-01-20 20:02:07,7.6244,-11.8332,77.99,74,29,4.32
297,Port Lincoln,AU,2021-01-20 20:02:08,-34.7333,135.8667,66.0,63,0,6.33
298,Chumikan,RU,2021-01-20 20:02:08,54.7183,135.315,-8.32,89,100,14.74
299,Lake City,US,2021-01-20 20:00:54,30.1897,-82.6393,73.0,37,1,9.22
300,Verkhoyansk,RU,2021-01-20 20:01:11,67.5447,133.385,-31.92,81,100,1.86
301,Tilichiki,RU,2021-01-20 20:02:08,60.4667,166.1,-20.16,88,95,14.05
302,Alice Springs,AU,2021-01-20 20:01:13,-23.7,133.8833,77.0,34,49,7.54
303,Batken,KG,2021-01-20 20:02:08,39.8333,71.0,21.25,76,0,12.68
304,Marovoay,MG,2021-01-20 20:02:08,-16.1,46.6333,77.0,94,40,24.16
305,Americus,US,2021-01-20 20:02:08,32.0724,-84.2327,66.2,22,1,13.8
306,Teahupoo,PF,2021-01-20 20:02:09,-17.8333,-149.2667,84.2,70,20,3.44
307,Lincoln,US,2021-01-20 19:59:13,40.8,-96.667,52.0,44,0,8.99
308,Rio Cuarto,AR,2021-01-20 20:02:09,-33.1307,-64.3499,86.0,26,0,25.32
309,Saint-Augustin,CA,2021-01-20 20:02:09,51.226,-58.6502,11.19,86,100,14.97
310,Simao,CN,2021-01-20 20:02:09,22.7886,100.9748,48.6,93,0,1.9
311,Ballina,AU,2021-01-20 20:02:09,-28.8667,153.5667,66.2,94,90,4.61
312,Skibbereen,IE,2021-01-20 20:02:09,51.55,-9.2667,35.6,93,20,9.22
313,Olinda,BR,2021-01-20 20:02:09,-8.0089,-34.8553,78.8,73,75,10.36
314,Yulara,AU,2021-01-20 20:02:10,-25.2406,130.9889,73.4,16,0,6.91
315,Fortuna,US,2021-01-20 20:02:10,40.5982,-124.1573,61.0,41,1,3.44
316,Aksarka,RU,2021-01-20 20:02:10,66.5606,67.7975,-18.83,88,100,13.04
317,Nova Olimpia,BR,2021-01-20 20:02:10,-14.7972,-57.2881,88.0,56,100,2.39
318,Aklavik,CA,2021-01-20 20:02:10,68.2191,-135.0107,3.2,85,90,4.61
319,Lagoa,PT,2021-01-20 20:02:10,39.05,-27.9833,61.36,90,0,22.3
320,Prunisor,RO,2021-01-20 20:02:10,44.6094,22.9153,33.53,90,59,4.5
321,Ito,JP,2021-01-20 20:02:11,34.9667,139.0833,41.68,81,12,3.13
322,Brookings,US,2021-01-20 19:57:38,44.3114,-96.7984,39.99,60,1,23.02
323,Noumea,NC,2021-01-20 20:00:31,-22.2763,166.4572,80.01,94,0,2.3
324,Palmer,US,2021-01-20 20:02:11,42.1584,-72.3287,32.0,74,90,13.8
325,Mahibadhoo,MV,2021-01-20 20:02:11,3.7833,72.9667,81.66,72,0,9.93
326,Phan Thiet,VN,2021-01-20 20:02:11,10.9333,108.1,72.57,79,79,2.21
327,Suluq,LY,2021-01-20 20:02:11,31.6682,20.2521,51.78,66,44,5.14
328,Hervey Bay,AU,2021-01-20 20:02:11,-25.2986,152.8535,75.99,78,5,5.75
329,Altay,CN,2021-01-20 20:02:11,47.8667,88.1167,17.92,86,100,0.63
330,Apatou,GF,2021-01-20 20:02:12,5.155,-54.3472,83.84,63,99,4.21
331,Port Blair,IN,2021-01-20 20:02:12,11.6667,92.75,76.89,66,97,6.73
332,Kilindoni,TZ,2021-01-20 20:02:12,-7.9139,39.6668,81.64,81,97,12.01
333,Kindu,CD,2021-01-20 19:59:28,-2.95,25.95,69.85,94,100,1.34
334,Tukrah,LY,2021-01-20 20:02:12,32.5341,20.5791,52.57,60,66,5.57
335,Saint-Francois,FR,2021-01-20 20:02:12,46.4154,3.9054,53.6,54,0,18.41
336,Bud,US,2021-01-20 20:02:12,39.447,-86.1758,36.0,53,0,11.27
337,Nanortalik,GL,2021-01-20 20:02:13,60.1432,-45.2371,25.5,90,89,10.13
338,Las Vegas,US,2021-01-20 20:01:59,36.175,-115.1372,60.8,27,1,3.44
339,Porto Novo,BJ,2021-01-20 20:02:13,6.4965,2.6036,84.2,84,20,9.22
340,Poso,ID,2021-01-20 20:02:13,-1.3959,120.7524,81.0,80,87,2.51
341,Myanaung,MM,2021-01-20 20:02:13,18.2833,95.3167,62.98,81,0,2.59
342,Kloulklubed,PW,2021-01-20 20:02:13,7.0419,134.2556,80.6,83,75,9.22
343,Sao Jose Da Coroa Grande,BR,2021-01-20 20:02:13,-8.8978,-35.1478,79.88,74,100,11.32
344,Qaqortoq,GL,2021-01-20 20:02:13,60.7167,-46.0333,39.2,26,75,27.63
345,Karratha,AU,2021-01-20 20:02:13,-20.7377,116.8463,89.92,40,77,5.95
346,Stornoway,GB,2021-01-20 20:02:14,58.2093,-6.3865,41.0,87,75,26.46
347,Santiago Del Estero,AR,2021-01-20 20:01:22,-27.7951,-64.2615,93.0,32,0,5.01
348,Palu,ID,2021-01-20 20:01:23,-0.8917,119.8707,77.22,73,99,1.68
349,Priekule,LV,2021-01-20 20:02:14,56.4468,21.5897,28.4,93,90,9.22
350,Vila Franca Do Campo,PT,2021-01-20 20:02:14,37.7167,-25.4333,63.0,100,75,14.97
351,Itoman,JP,2021-01-20 20:02:14,26.1247,127.6694,69.8,73,75,9.22
352,Tuktoyaktuk,CA,2021-01-20 20:02:14,69.4541,-133.0374,-2.2,84,90,3.44
353,Bertoua,CM,2021-01-20 20:02:14,4.5833,13.6833,70.47,26,75,0.4
354,Korla,CN,2021-01-20 20:02:14,41.7597,86.1469,20.41,84,0,2.35
355,Cortez,US,2021-01-20 20:00:50,37.3489,-108.5859,35.01,69,1,11.5
356,Yichun,CN,2021-01-20 20:02:15,47.7,128.9,-6.21,91,62,5.39
357,Diego De Almagro,CL,2021-01-20 20:02:15,-26.3667,-70.05,83.91,17,0,14.85
358,Inongo,CD,2021-01-20 20:01:20,-1.95,18.2667,76.39,76,100,2.89
359,Lata,PT,2021-01-20 20:02:15,40.1629,-8.3327,57.0,91,76,1.99
360,Manado,ID,2021-01-20 20:02:15,1.487,124.8455,77.0,94,20,2.3
361,Dalbandin,PK,2021-01-20 20:02:15,28.8947,64.4101,58.1,35,0,4.16
362,Grindavik,IS,2021-01-20 20:02:15,63.8424,-22.4338,28.4,80,75,27.63
363,Bakchar,RU,2021-01-20 20:02:15,57.0186,82.0711,-16.06,87,100,6.04
364,Novikovo,RU,2021-01-20 20:02:16,51.1537,37.8879,-2.04,91,0,3.69
365,Catalina,US,2021-01-20 20:02:16,32.5056,-110.9211,69.01,75,17,15.01
366,Southampton,GB,2021-01-20 20:01:49,50.904,-1.4043,50.0,92,91,11.99
367,Farah,AF,2021-01-20 20:02:16,32.5,62.5,49.32,44,0,4.72
368,Bondo,CD,2021-01-20 20:02:16,3.8146,23.6866,72.72,31,5,1.14
369,Alta Floresta,BR,2021-01-20 20:02:16,-9.8756,-56.0861,79.7,90,95,1.45
370,Mar Del Plata,AR,2021-01-20 19:58:25,-38.0023,-57.5575,78.8,73,20,13.8
371,Banda Aceh,ID,2021-01-20 20:02:08,5.5577,95.3222,76.57,86,83,9.64
372,Antofagasta,CL,2021-01-20 20:00:03,-23.65,-70.4,73.0,68,20,16.11
373,Yar-Sale,RU,2021-01-20 20:02:17,66.8333,70.8333,-22.83,87,100,12.01
374,Alofi,NU,2021-01-20 20:02:17,-19.0595,-169.9187,78.8,94,100,1.14
375,Khorixas,NA,2021-01-20 20:02:17,-20.3667,14.9667,67.98,58,100,10.36
376,Umm Kaddadah,SD,2021-01-20 20:02:17,13.6017,26.6876,59.76,31,0,17.54
377,Immokalee,US,2021-01-20 20:02:17,26.4187,-81.4173,75.2,41,1,13.8
378,Saint-Pierre,RE,2021-01-20 20:02:17,-21.3393,55.4781,82.4,69,90,1.14
379,Male,MV,2021-01-20 20:02:18,4.1748,73.5089,82.4,78,40,8.05
380,Isangel,VU,2021-01-20 20:02:18,-19.55,169.2667,77.0,100,90,9.82
381,Otradnoye,RU,2021-01-20 20:02:18,59.7775,30.8181,15.8,92,90,2.24
382,Lakselv,NO,2021-01-20 20:02:18,70.0513,24.9718,-7.6,84,0,2.3
383,Beringovskiy,RU,2021-01-20 20:02:18,63.05,179.3167,13.68,95,100,16.2
384,Pangnirtung,CA,2021-01-20 20:02:18,66.1451,-65.7125,19.4,93,20,12.66
385,Cuenca,EC,2021-01-20 20:01:16,-2.8833,-78.9833,59.0,88,75,4.61
386,Lashio,MM,2021-01-20 20:02:18,22.9333,97.75,48.07,87,26,1.21
387,San Policarpo,PH,2021-01-20 20:02:18,12.1791,125.5072,80.62,85,100,6.85
388,Portree,GB,2021-01-20 20:02:19,57.4129,-6.1942,34.0,91,78,10.0
389,Kahului,US,2021-01-20 20:02:19,20.8947,-156.47,75.2,64,20,13.8
390,Akdagmadeni,TR,2021-01-20 20:02:19,39.6603,35.8836,12.79,89,0,4.76
391,Zharkent,KZ,2021-01-20 20:02:19,44.1628,80.0,28.98,92,51,5.53
392,Cidreira,BR,2021-01-20 20:02:19,-30.1811,-50.2056,74.8,73,55,12.75
393,Pandan,PH,2021-01-20 20:02:19,14.0453,124.1694,78.04,87,89,5.53
394,Los Llanos De Aridane,ES,2021-01-20 20:02:19,28.6585,-17.9182,64.4,72,20,6.91
395,Roanoke Rapids,US,2021-01-20 20:01:29,36.4615,-77.6542,51.01,46,1,13.8
396,Warri,NG,2021-01-20 20:02:19,5.5167,5.75,79.74,78,0,6.13
397,Santa Isabel Do Rio Negro,BR,2021-01-20 20:02:20,-0.4139,-65.0192,85.91,67,100,2.46
398,Berestechko,UA,2021-01-20 20:02:20,50.3605,25.1107,32.0,87,96,5.01
399,Vychegodskiy,RU,2021-01-20 20:02:20,61.247,46.8984,0.27,93,99,5.01
400,Tripoli,LY,2021-01-20 20:02:20,32.8752,13.1875,58.23,49,0,8.19
401,Mecca,SA,2021-01-20 20:02:20,21.4267,39.8261,68.77,54,0,8.63
402,Nabire,ID,2021-01-20 20:02:20,-3.3667,135.4833,76.14,87,100,3.13
403,Mareeba,AU,2021-01-20 20:02:20,-17.0,145.4333,75.2,88,90,3.44
404,Arraial Do Cabo,BR,2021-01-20 20:00:06,-22.9661,-42.0278,86.0,61,0,19.57
405,Port-Gentil,GA,2021-01-20 20:02:20,-0.7193,8.7815,80.6,83,20,4.61
406,Amahai,ID,2021-01-20 20:02:21,-3.3333,128.9167,84.99,89,93,4.63
407,Tazovskiy,RU,2021-01-20 20:02:21,67.4667,78.7,-43.1,79,8,4.36
408,Tual,ID,2021-01-20 20:02:21,-5.6667,132.75,83.37,71,100,3.15
409,Zabaykalsk,RU,2021-01-20 20:02:21,49.6333,117.3167,1.47,90,98,4.59
410,Obo,CF,2021-01-20 20:02:21,5.3998,26.4869,71.69,21,24,5.86
411,Naze,JP,2021-01-20 20:02:21,28.3667,129.4833,61.18,81,90,14.45
412,Boyabat,TR,2021-01-20 20:02:21,41.4689,34.7667,24.12,89,84,0.51
413,Bilma,NE,2021-01-20 20:02:21,18.6853,12.9164,62.26,28,0,5.59
414,Rawson,AR,2021-01-20 19:59:09,-43.3002,-65.1023,87.91,23,0,17.52
415,Makow Mazowiecki,PL,2021-01-20 20:02:21,52.8649,21.1005,39.0,81,100,8.01
416,Requena,ES,2021-01-20 20:02:22,39.4883,-1.1004,51.01,81,75,2.3
417,Evanston,US,2021-01-20 20:02:22,42.0411,-87.6901,28.0,59,75,14.97
418,Jinka,ET,2021-01-20 20:02:22,5.65,36.65,73.04,37,100,1.36
419,Monduli,TZ,2021-01-20 20:02:22,-3.3,36.45,68.0,83,40,5.75
420,Kudahuvadhoo,MV,2021-01-20 20:02:22,2.6708,72.8944,81.59,74,0,9.24
421,Dzan,MX,2021-01-20 20:02:22,20.3833,-89.4667,86.0,45,75,14.97
422,Kabwe,ZM,2021-01-20 20:02:22,-14.4469,28.4464,65.08,96,100,1.99
423,Ahtopol,BG,2021-01-20 20:02:23,42.1,27.95,33.8,75,20,11.5
424,Laguna,US,2021-01-20 20:02:23,38.421,-121.4238,62.01,23,1,4.61
425,El Astillero,ES,2021-01-20 20:02:23,43.4009,-3.8205,59.0,55,0,6.91
426,Bogale,MM,2021-01-20 20:02:23,16.2833,95.4,66.58,87,0,4.47
427,Yongan,CN,2021-01-20 20:02:23,39.6957,113.6871,24.01,73,100,3.06
428,Tornio,FI,2021-01-20 20:02:23,65.8481,24.1466,14.0,79,20,10.36
429,Sioux Lookout,CA,2021-01-20 20:00:50,50.1001,-91.917,17.6,86,90,11.5
430,Micheweni,TZ,2021-01-20 20:02:23,-4.9667,39.8333,80.71,80,93,16.4
431,Muroto,JP,2021-01-20 20:02:23,33.2833,134.15,49.84,77,7,5.48
432,Saquena,PE,2021-01-20 20:02:24,-4.6667,-73.5167,78.26,94,96,3.27
433,Kostino,RU,2021-01-20 20:02:24,58.9097,53.2691,-3.64,92,90,5.12
434,Acajutla,SV,2021-01-20 20:02:24,13.5928,-89.8275,86.0,42,20,6.91
435,Muros,ES,2021-01-20 20:02:24,42.7762,-9.0603,55.99,87,63,3.0
436,Rudbar,AF,2021-01-20 20:02:24,30.15,62.6,59.34,33,35,7.14
437,Omsukchan,RU,2021-01-20 20:02:24,62.5333,155.8,-32.58,82,84,5.28
438,Clifton,US,2021-01-20 20:02:09,40.8584,-74.1638,37.99,41,40,13.8
439,Montevideo,UY,2021-01-20 19:57:31,-34.8335,-56.1674,86.0,50,20,17.27
440,Nong Han,TH,2021-01-20 20:02:25,17.3608,103.1053,63.0,75,0,3.27
441,Pozo Colorado,PY,2021-01-20 20:02:25,-23.4923,-58.7972,91.99,26,9,5.41
442,Coquimbo,CL,2021-01-20 20:02:25,-29.9533,-71.3436,66.2,68,75,16.11
443,Leshukonskoye,RU,2021-01-20 20:02:25,64.8989,45.7622,-6.12,91,100,6.33
444,Saint Anthony,US,2021-01-20 20:02:25,45.0205,-93.218,37.0,60,1,9.22
445,Lompoc,US,2021-01-20 20:02:25,34.6391,-120.4579,73.4,23,0,4.61
446,Gizo,SB,2021-01-20 20:02:25,-8.103,156.8419,82.31,74,100,10.87
447,Dovers,VC,2021-01-20 20:02:25,12.8833,-61.1833,80.6,78,75,3.44
448,Sorong,ID,2021-01-20 20:02:26,-0.8833,131.25,78.76,83,80,3.71
449,Caravelas,BR,2021-01-20 20:02:26,-17.7125,-39.2481,80.69,65,0,7.47
450,Aleksandrovskoye,RU,2021-01-20 20:02:26,44.7142,43.0008,17.6,93,90,2.24
451,Broome,US,2021-01-20 20:02:26,42.2506,-75.833,26.01,63,90,18.41
452,Kirakira,SB,2021-01-20 20:02:26,-10.4544,161.9205,81.5,80,100,7.9
453,Maracacume,BR,2021-01-20 20:02:27,-2.0428,-45.9592,79.66,78,100,4.9
454,Srednekolymsk,RU,2021-01-20 20:02:27,67.45,153.6833,-40.97,81,90,0.89
455,Huaihua,CN,2021-01-20 20:02:27,27.5494,109.9592,46.83,90,100,2.77
456,Zapolyarnyy,RU,2021-01-20 20:02:27,69.4154,30.8136,-5.8,84,90,6.91
457,Necochea,AR,2021-01-20 20:02:27,-38.5473,-58.7368,91.99,37,0,5.01
458,Miles City,US,2021-01-20 20:02:27,46.4083,-105.8406,44.6,31,1,26.46
459,Christchurch,NZ,2021-01-20 20:02:27,-43.5333,172.6333,57.99,71,75,14.97
460,Fairbanks,US,2021-01-20 20:02:27,64.8378,-147.7164,12.0,85,40,2.17
461,Yishui,CN,2021-01-20 20:02:28,35.7847,118.6281,36.77,91,100,2.3
462,Colares,PT,2021-01-20 20:02:28,38.7992,-9.4469,57.99,88,75,14.97
463,Rokytne,UA,2021-01-20 20:02:28,51.2796,27.214,25.23,98,100,11.36
464,Rio Grande,BR,2021-01-20 20:01:18,-32.035,-52.0986,82.4,57,40,17.27
465,Vangaindrano,MG,2021-01-20 20:02:28,-23.35,47.6,78.1,89,3,3.13
466,Asau,RO,2021-01-20 20:02:28,46.4333,26.4,33.01,93,51,9.22
467,Shebalino,RU,2021-01-20 20:02:28,51.2917,85.6772,28.36,92,100,5.68
468,Ribeira Brava,PT,2021-01-20 20:02:28,32.65,-17.0667,60.01,93,97,8.88
469,Poronaysk,RU,2021-01-20 20:02:28,49.2167,143.1167,-7.33,82,100,2.48
470,Nouakchott,MR,2021-01-20 20:02:29,18.0858,-15.9785,75.2,9,100,8.05
471,Lalmohan,BD,2021-01-20 20:02:29,22.3384,90.7419,69.21,87,0,7.02
472,Abhar,IR,2021-01-20 20:02:29,36.1468,49.218,32.67,94,100,5.53
473,Kaitangata,NZ,2021-01-20 20:01:29,-46.2817,169.8464,55.0,70,89,18.01
474,Constitucion,CL,2021-01-20 20:02:30,-35.3333,-72.4167,66.11,72,58,6.22
475,Padang,ID,2021-01-20 20:02:30,-0.9492,100.3543,73.4,88,20,2.3
476,Thanh Hoa,VN,2021-01-20 20:02:30,19.8,105.7667,63.48,86,100,1.41
477,Colonia,DE,2021-01-20 19:59:44,50.9333,6.95,50.0,66,0,12.66
478,Vigrestad,NO,2021-01-20 20:02:30,58.5667,5.7,41.0,87,75,19.57
479,Taiobeiras,BR,2021-01-20 20:02:30,-15.8078,-42.2331,78.1,60,61,5.03
480,Torrox,ES,2021-01-20 20:02:31,36.7579,-3.9523,53.01,93,100,1.01
481,Ikongo,MG,2021-01-20 20:02:31,-21.8833,47.4333,73.54,91,84,0.96
482,Tres Passos,BR,2021-01-20 20:01:40,-27.4556,-53.9319,75.0,89,94,1.99
483,Monywa,MM,2021-01-20 20:02:31,22.1167,95.1333,64.4,54,1,1.97
484,Bolgar,RU,2021-01-20 20:02:31,54.95,49.0667,-2.2,78,99,6.71
485,San Quintin,MX,2021-01-20 20:02:31,30.4833,-115.95,62.73,72,100,22.35
486,Tiarei,PF,2021-01-20 20:02:31,-17.5333,-149.3333,84.2,70,20,3.44
487,Praia,CV,2021-01-20 20:02:31,14.9215,-23.5087,71.6,64,0,20.71
488,Aksu,CN,2021-01-20 20:02:32,41.1231,80.2644,19.06,89,0,1.63
489,Darhan,MN,2021-01-20 20:02:32,49.4867,105.9228,1.35,90,0,4.21
490,Linxia,CN,2021-01-20 20:02:32,35.6003,103.2064,27.41,78,0,1.39
491,Mayo,US,2021-01-20 19:59:55,38.8876,-76.5119,44.01,39,20,20.71
492,Yelizovo,RU,2021-01-20 20:02:32,53.1873,158.3805,6.8,85,90,6.71
493,Inirida,CO,2021-01-20 20:02:32,3.8653,-67.9239,83.57,79,83,1.99
494,Puerto Ayacucho,VE,2021-01-20 20:02:32,5.6639,-67.6236,89.8,52,85,2.17
495,Tapes,BR,2021-01-20 20:02:32,-30.6733,-51.3958,76.91,64,12,14.56
496,Kaeo,NZ,2021-01-20 20:02:33,-35.1,173.7833,57.99,82,2,5.01
497,Niquero,CU,2021-01-20 20:02:33,20.0431,-77.5828,84.2,55,0,7.2
498,Yangambi,CD,2021-01-20 20:02:33,0.8102,24.4336,70.93,91,4,2.51
499,Mao,ES,2021-01-20 20:02:33,39.8885,4.2658,55.4,76,75,13.8
500,Kastornoye,RU,2021-01-20 20:02:33,51.8334,38.1302,-3.14,90,0,5.73
501,Marathon,US,2021-01-20 20:02:33,44.9,-89.7668,24.01,68,1,13.8
502,Ust-Nera,RU,2021-01-20 20:02:33,64.5667,143.2,-20.85,68,100,1.1
503,Pauini,BR,2021-01-20 20:02:33,-7.7136,-66.9764,84.9,69,2,3.36
504,Mendoza,AR,2021-01-20 20:01:45,-32.8908,-68.8272,95.0,14,20,9.22
505,Belyy Yar,RU,2021-01-20 20:02:34,53.6039,91.3903,-16.6,83,25,1.45
506,San Vicente,AR,2021-01-20 20:02:34,-26.6167,-54.1333,70.21,100,100,2.84
507,Preili,LV,2021-01-20 20:02:34,56.2944,26.7246,16.54,97,100,13.4
508,Quesnel,CA,2021-01-20 20:02:34,52.9999,-122.5029,24.8,80,1,2.3
509,Anadyr,RU,2021-01-20 20:02:35,64.75,177.4833,1.4,85,40,6.71
510,Cobourg,DE,2021-01-20 20:00:00,50.2667,10.9667,36.0,89,100,1.99
511,Kiruna,SE,2021-01-20 20:02:35,67.8557,20.2251,5.0,92,90,3.62
512,Hailey,US,2021-01-20 20:02:35,43.5196,-114.3153,28.4,40,40,5.75
513,North Vernon,US,2021-01-20 19:59:26,39.0062,-85.6236,37.0,50,2,8.99
514,Boa Vista,BR,2021-01-20 19:58:43,2.8197,-60.6733,89.6,40,75,12.66
515,Botwood,CA,2021-01-20 20:02:35,49.1499,-55.3482,23.0,69,45,5.99
516,Dzerzhinskoye,RU,2021-01-20 20:02:35,56.8344,95.2283,-25.44,83,10,1.83
517,Taltal,CL,2021-01-20 20:02:35,-25.4,-70.4833,71.11,57,22,7.25
518,Ordzhonikidze,KZ,2021-01-20 20:02:36,52.4411,61.7408,-5.24,89,2,13.71
519,Rawlins,US,2021-01-20 20:02:36,41.7911,-107.2387,33.8,47,1,34.52
520,Liverpool,GB,2021-01-20 19:58:45,53.4106,-2.9779,37.4,93,90,6.91
521,Buta,CD,2021-01-20 20:02:36,2.7858,24.73,73.47,37,53,2.06
522,Roald,NO,2021-01-20 20:02:36,62.5833,6.1333,41.0,52,40,12.66
523,Ouargaye,BF,2021-01-20 20:02:36,11.5033,0.0572,77.86,17,0,11.45
524,Rincon,US,2021-01-20 20:02:37,32.296,-81.2354,69.8,26,75,12.66
525,Port Said,EG,2021-01-20 20:02:37,31.2565,32.2841,57.2,58,0,12.66
526,Hazorasp,UZ,2021-01-20 20:02:37,41.3194,61.0742,32.0,93,20,11.5
527,Mayskiy,RU,2021-01-20 20:02:37,47.6931,40.1025,-5.8,84,0,4.47
528,Ewa Beach,US,2021-01-20 20:02:37,21.3156,-158.0072,75.2,73,75,3.44
529,Wladyslawowo,PL,2021-01-20 20:02:37,54.7909,18.4009,41.0,87,75,12.66
530,Khandbari,NP,2021-01-20 20:02:37,27.3747,87.2039,51.87,71,96,1.34
531,Bara,NG,2021-01-20 20:02:37,10.3744,10.7288,73.58,24,0,10.6
532,Salalah,OM,2021-01-20 20:02:38,17.0151,54.0924,71.6,37,0,5.75
533,Petrokamenskoye,RU,2021-01-20 20:02:38,57.716,60.6484,-2.07,91,100,9.33
534,Nago,JP,2021-01-20 20:02:38,26.5881,127.9761,69.8,77,90,9.22
535,Coracao De Jesus,BR,2021-01-20 20:02:38,-16.6853,-44.365,79.32,65,64,3.02
536,Xingtai,CN,2021-01-20 20:02:38,37.0631,114.4942,29.25,85,80,3.78
537,Kokopo,PG,2021-01-20 20:02:38,-4.352,152.2633,78.08,81,100,5.82
538,Shimoda,JP,2021-01-20 20:02:38,34.6667,138.95,47.5,71,34,8.95
539,Paamiut,GL,2021-01-20 20:02:39,61.994,-49.6678,28.71,88,98,7.54
540,Paso De Carrasco,UY,2021-01-20 20:02:39,-34.8603,-56.0522,81.0,61,0,18.41
541,Tezpur,IN,2021-01-20 20:02:39,26.6333,92.8,56.14,93,46,5.91
542,Manitouwadge,CA,2021-01-20 20:02:39,49.1215,-85.8403,24.8,80,90,16.11
543,Yenagoa,NG,2021-01-20 20:02:39,4.9247,6.2642,79.02,82,7,6.6
544,Summerville,US,2021-01-20 20:00:11,33.0185,-80.1757,66.99,20,1,11.5
545,Tibati,CM,2021-01-20 20:02:39,6.4667,12.6333,72.57,21,87,7.99
546,Bitung,ID,2021-01-20 20:02:39,1.4451,125.1824,77.0,94,20,2.3
547,Bairiki,KI,2021-01-20 20:02:39,1.3292,172.9752,80.6,78,40,10.36
548,Fivizzano,IT,2021-01-20 20:02:40,44.2383,10.126,51.01,77,86,5.99
549,Alexandria,EG,2021-01-20 20:02:16,31.2156,29.9553,57.2,51,40,11.5
550,Itarema,BR,2021-01-20 20:02:40,-2.9248,-39.9167,82.09,71,98,14.97
551,Stokmarknes,NO,2021-01-20 20:02:40,68.5646,14.9108,28.4,63,75,12.66
552,Mitu,CO,2021-01-20 20:02:40,1.1983,-70.1733,75.9,89,100,2.37
553,Frontera,MX,2021-01-20 20:02:40,26.9333,-101.45,57.0,87,90,3.65
554,Ulaangom,MN,2021-01-20 20:02:40,49.9811,92.0667,-14.58,83,58,0.38
555,Saltillo,MX,2021-01-20 20:00:04,25.4167,-101.0,59.0,72,75,6.91
556,Varhaug,NO,2021-01-20 20:02:41,58.6147,5.6457,41.0,87,75,19.57
557,Atar,MR,2021-01-20 20:02:41,20.5169,-13.0499,68.97,20,100,11.23
558,Mon,IN,2021-01-20 20:02:41,26.75,95.1,51.46,93,71,2.42
559,Anjiang,CN,2021-01-20 20:02:42,27.3194,110.1031,49.05,84,100,2.28
560,Enzan,JP,2021-01-20 20:02:42,35.7,138.7333,28.4,69,1,2.48
561,Turukhansk,RU,2021-01-20 20:02:42,65.8167,87.9833,-36.56,78,0,4.79
562,Koutiala,ML,2021-01-20 19:59:25,12.3917,-5.4642,78.93,16,0,9.6
563,Florida,US,2021-01-20 20:01:54,28.7505,-82.5001,68.0,26,1,9.22
564,Cumberland,US,2021-01-20 20:02:43,35.0502,-78.8664,59.0,25,1,11.5
565,Uray,RU,2021-01-20 20:02:43,60.1247,64.7758,-2.67,93,100,6.55
566,Waipawa,NZ,2021-01-20 20:02:43,-41.4122,175.5153,60.01,63,20,19.57
567,Takoradi,GH,2021-01-20 20:02:43,4.8845,-1.7554,79.97,83,41,8.68
568,Bemidji,US,2021-01-20 20:02:43,47.4736,-94.8803,37.99,69,75,33.38
