City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
331,Komatipoort,ZA,75.2,light rain,-25.4332,31.9548,Kruger View Backpackers
332,Port Lincoln,AU,76.39,moderate rain,-34.7333,135.8667,Port Lincoln Hotel
333,Teguise,ES,68.0,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
335,Kipushi,CD,63.28,overcast clouds,-11.7667,27.2333,Villa Madimba
337,Barbacoas,CO,84.67,moderate rain,1.6715,-78.1398,edificio justin
338,Guarapari,BR,82.4,light rain,-20.6667,-40.4975,Hotel Porto do Sol
342,Cairns,AU,77.0,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
345,Waipawa,NZ,64.4,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
347,Santa Cruz,BO,73.4,light rain,-17.8,-63.1667,Hotel Cortez
348,Estrela,BR,73.31,scattered clouds,-28.0611,-50.9383,
351,Cururupu,BR,81.95,light rain,-1.8283,-44.8683,Pousada Través'cia
355,Eyl,SO,75.02,broken clouds,7.9803,49.8164,Amiin Hotel
356,Samarai,PG,82.36,overcast clouds,-10.6167,150.6667,Nuli Sapi
359,Coquimbo,CL,69.8,few clouds,-29.9533,-71.3436,Hotel San Juan
360,Beloha,MG,79.05,broken clouds,-25.1667,45.05,
364,Namibe,AO,74.98,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
365,Hwange,ZW,72.91,light rain,-18.3693,26.5019,Hwange Colliery Guest House
366,Moerai,PF,80.42,broken clouds,-22.4333,-151.3333,Le Manotel
367,Xanxere,BR,77.05,broken clouds,-26.8769,-52.4042,Center Hotel
370,Manakara,MG,78.66,light rain,-22.1333,48.0167,La Residence Manakara
371,Balabac,PH,79.29,clear sky,7.9868,117.0645,Sing and Swing Lodge
372,Labuhan,ID,79.02,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
375,Garcia Hernandez,PH,78.85,overcast clouds,9.6144,124.2946,President Manuel Roxas Park and Campsite
377,Sinnamary,GF,79.41,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
379,Mount Isa,AU,77.0,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
383,Castro,BR,73.74,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
387,Guerrero Negro,MX,62.37,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
389,Port Elizabeth,ZA,71.6,clear sky,-33.918,25.5701,39 On Nile Guest House
390,Puri,IN,69.8,mist,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
391,Kieta,PG,77.56,broken clouds,-6.2167,155.6333,
392,Tual,ID,83.46,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
393,Ugoofaaru,MV,82.87,broken clouds,5.6667,73.0,Ungoofaaru Inn
396,Matara,LK,74.3,clear sky,5.9485,80.5353,Amaloh Boutique Resort
398,Phibun Mangsahan,TH,75.0,scattered clouds,15.2447,105.2291,ซันนี่ รีสอร์ท
402,Muriti,TZ,77.0,few clouds,-1.9833,32.9167,
403,Phan Thiet,VN,71.69,few clouds,10.9333,108.1,Hotel Saigon-PT
405,Madang,PG,77.5,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
406,Muli,MV,83.26,broken clouds,2.9167,73.5667,Medhufushi Island Resort
410,Ondjiva,AO,76.5,broken clouds,-17.0667,15.7333,SOS Motel
411,Port-Gentil,GA,82.4,moderate rain,-0.7193,8.7815,Fengshui Residence
412,Wawa,NG,83.68,clear sky,9.9022,4.4192,
413,Trelew,AR,75.45,clear sky,-43.248999999999995,-65.3051,Hotel Touring Club
414,Soyo,AO,78.53,overcast clouds,-6.1349,12.3689,Hotel Mpampa
416,Tonj,SS,82.62,few clouds,7.2737,28.6822,
417,Vanimo,PG,78.06,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
419,Mindelo,CV,75.2,broken clouds,16.8901,-24.9804,Hotel Gaudi
422,Mana,GF,79.5,overcast clouds,5.6592,-53.7767,LE SAMANA
423,Dahod,IN,68.52,clear sky,22.8333,74.2667,Hotel Laxmi Inn
424,Jijiga,ET,61.09,broken clouds,9.35,42.8,RAMAAS HOTEL
427,Olinda,BR,80.6,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
429,Kisangani,CD,81.37,broken clouds,0.5167,25.2,Grand Ramela Hotel
430,Cabatuan,PH,74.84,overcast clouds,10.8794,122.486,ROREM'S BOARDING HOUSE
431,Jurado,CO,82.36,moderate rain,7.1053,-77.7641,
432,Taltal,CL,71.62,scattered clouds,-25.4,-70.4833,Residencial Karime
433,Ballina,AU,62.6,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
435,Sal Rei,CV,75.2,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
436,Anito,PH,76.57,overcast clouds,12.4497,125.2886,The Yellow House
441,Somerset West,ZA,64.4,light rain,-34.084,18.8211,Lourens River Guesthouse BnB
451,Acarau,BR,84.72,broken clouds,-2.8856,-40.12,castelo pizzaria
453,Kabompo,ZM,66.52,light rain,-13.5927,24.2008,Big Tree
455,Nizwa,OM,60.58,clear sky,22.9333,57.5333,Orient Apartments
456,Itoman,JP,68.0,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
457,Kumba,CM,79.56,broken clouds,4.6363,9.4469,El Bethel Hotel
458,Pouembout,NC,73.42,overcast clouds,-21.1333,164.9,Camping de Tipenga
459,Kununurra,AU,77.0,moderate rain,-15.7667,128.7333,Hotel Kununurra
464,Poum,NC,79.25,overcast clouds,-20.2333,164.0167,Gîte kajeon
465,Tocopilla,CL,75.81,few clouds,-22.092,-70.1979,Hotel Galvarino
467,Dingle,PH,74.98,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
468,Lamu,KE,78.8,clear sky,-2.2717,40.902,Lamu House
469,Katherine,AU,78.8,overcast clouds,-14.4667,132.2667,Pine Tree Motel
470,Kota Kinabalu,MY,77.0,few clouds,5.9749,116.0724,Gaya Centre Hotel
472,Binga,ZW,75.58,light rain,-17.6203,27.3414,Lakeview Inn Binga
473,Camocim,BR,83.73,light rain,-2.9022,-40.8411,Hotel Ilha do Amor
475,Turan,VN,69.8,broken clouds,16.0678,108.2208,Grand Mercure Danang
477,Bitadton,PH,78.26,broken clouds,11.4969,122.0851,Villa Anita Lodge & Resort
481,Martapura,ID,75.2,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
483,Upata,VE,81.0,light rain,8.0086,-62.3989,Posada Villa Nela
485,Bacolod,PH,77.27,overcast clouds,10.6667,122.95,Planta Hotel & Residences
486,Malindi,KE,77.76,broken clouds,-3.2175,40.1191,African House Resort
488,Sibolga,ID,77.14,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
495,Nhulunbuy,AU,77.0,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
497,Eravur,LK,75.99,scattered clouds,7.7733,81.6095,Farhan KING House
499,Nautla,MX,78.37,broken clouds,20.2167,-96.7833,Casa Blanca
501,Aguililla,MX,84.94,few clouds,18.7333,-102.7333,
503,Port Blair,IN,76.86,clear sky,11.6667,92.75,Welcomhotel Bay Island Port Blair
504,Le Port,RE,78.8,overcast clouds,-20.9373,55.2919,Villa Maido
506,Merauke,ID,78.04,overcast clouds,-8.4667,140.3333,
507,Rio Gallegos,AR,66.2,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
511,Tiarei,PF,84.2,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
514,Kihei,US,73.4,scattered clouds,20.785,-156.4656,Maui Sunset
515,Bogo,PH,77.49,overcast clouds,11.0517,124.0055,Acrige Apartelle 2 pax Twin @ heart of Bogo City
518,Garowe,SO,71.04,broken clouds,8.4054,48.4845,Curubo Hotel
520,Barra De Sao Francisco,BR,83.55,light rain,-18.755,-40.8908,Td Hotel
524,Inhambane,MZ,82.4,moderate rain,-23.865,35.3833,Oceano
526,Atar,MR,82.38,few clouds,20.5169,-13.0499,Oumou Elghoura
527,Ranong,TH,72.57,clear sky,9.9658,98.6348,Tinidee Hotel@Ranong
530,Ginir,ET,60.44,overcast clouds,7.1333,40.7,Sura Dare Village
534,Mvomero,TZ,82.4,few clouds,-6.25,38.6667,Kisampa Bush Retreat
535,Dutlwe,BW,81.75,clear sky,-23.9833,23.9,
537,Pointe-Noire,CG,77.0,few clouds,-4.7761,11.8635,Kactus Lodge
539,Goundam,ML,77.79,clear sky,16.4145,-3.6708,
542,Myitkyina,MM,61.27,scattered clouds,25.3833,97.4,Shwe Phyu Hotel
543,Nang Rong,TH,80.01,clear sky,14.6377,102.7914,Phanomrungpuri Boutique Hotels & Resorts
554,Wukari,NG,83.71,broken clouds,7.85,9.7833,Elimtop
555,Ewa Beach,US,73.4,broken clouds,21.3156,-158.0072,Base Lodging
556,Bulungu,CD,73.35,overcast clouds,-4.55,18.6,
557,Campoalegre,CO,84.87,broken clouds,2.6849,-75.3231,Punto 20 Hostal
558,Nampula,MZ,73.54,overcast clouds,-15.1165,39.2666,Tacab Residencial
561,Cabo San Lucas,MX,71.6,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
563,Liwale,TZ,71.44,overcast clouds,-9.7667,37.9333,Samoma Lodge
566,Bandarbeyla,SO,75.02,overcast clouds,9.4942,50.8122,JABIR HOTEL
567,Kattivakkam,IN,75.2,mist,13.2167,80.3167,Raj's villa
569,Ko Samui,TH,80.33,clear sky,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
574,Zhangzhou,CN,60.8,mist,24.5133,117.6556,Crowne Plaza Zhangzhou
578,Bintulu,MY,77.0,few clouds,3.1667,113.0333,900 Boutique INN
579,Nokaneng,BW,75.88,overcast clouds,-19.6667,22.2667,
586,Gizo,SB,81.25,overcast clouds,-8.103,156.8419,Imagination Island
588,Kalmeshwar,IN,68.0,haze,21.2333,78.9,Shri Sai Prem Farsan And Daily Needs
595,Stawell,AU,68.61,light rain,-37.05,142.7667,Motel Stawell
602,Baloda Bazar,IN,64.47,clear sky,21.6667,82.1667,STARiHOTELS Baloda Bazaar
603,Saint-Pierre,RE,80.6,few clouds,-21.3393,55.4781,Lindsey Hôtel
604,Phitsanulok,TH,70.65,clear sky,16.9167,100.5,บ้านโนบิตะ
605,Ulladulla,AU,71.6,scattered clouds,-35.35,150.4667,Sandpiper Motel
606,Ixtapa,MX,77.0,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
609,Puerto Narino,CO,84.2,light rain,-3.7703,-70.3831,Eware Refugio Amazonico
610,Camacha,PT,64.4,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
612,Road Town,VG,84.2,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
614,Manavalakurichi,IN,82.4,mist,8.1333,77.3,Udaya Boys Hostel
615,Basoda,IN,61.25,clear sky,23.85,77.9333,Sahu Dharamshala
616,Isiro,CD,80.31,overcast clouds,2.7739,27.616,Guest House Hewa Bora
620,Kontagora,NG,83.62,scattered clouds,10.3999,5.4695,City Gate Inn
622,Singaraja,ID,79.99,overcast clouds,-8.112,115.0882,Puri Bagus Lovina Resort
628,Pangani,TZ,79.47,overcast clouds,-5.4333,38.9667,Sea Side Community Hostel
632,Amalapuram,IN,69.53,clear sky,16.5833,82.0167,swayamprabha service apartments
634,Nanakuli,US,73.4,broken clouds,21.3906,-158.1547,Camp Pālehua
638,Tsiroanomandidy,MG,74.68,light rain,-18.7667,46.0333,
639,Luanda,AO,80.6,few clouds,-8.8368,13.2343,EPIC SANA Luanda
644,Vangaindrano,MG,77.88,moderate rain,-23.35,47.6,Hotel Fanilo
645,Mpika,ZM,64.33,moderate rain,-11.8343,31.4529,Melodies Lodge
646,Broken Hill,AU,84.2,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
647,Djambala,CG,70.41,light rain,-2.5447,14.7533,Hotel Ravin D'or
648,Oranjestad,AW,84.2,scattered clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
649,Acapulco,MX,84.2,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
650,Emerald,AU,71.6,few clouds,-23.5333,148.1667,The Irish Village
654,Sasolburg,ZA,76.3,few clouds,-26.8136,27.816999999999997,1 Stop Accommodation and Hospitality
655,Gorontalo,ID,74.98,light rain,0.5412,123.0595,Maqna Hotel by Prasanthi
656,Lufilufi,WS,77.0,few clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
657,Kupang,ID,80.56,moderate rain,-10.1667,123.5833,Hotel On The Rock by Prasanthi
658,Marawi,PH,75.0,overcast clouds,7.9986,124.2928,Derogongan Residence
660,Richards Bay,ZA,80.37,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
662,Camacupa,AO,64.54,overcast clouds,-12.0167,17.4833,
664,Ratnagiri,IN,75.81,scattered clouds,16.9833,73.3,Hotel Landmark
665,Guia Lopes Da Laguna,BR,84.27,light rain,-21.4578,-56.1142,Donna Lu
666,Ritchie,ZA,75.2,scattered clouds,-29.038,24.6028,Riverside County Club Kimberley
667,Antofagasta,CL,75.0,clear sky,-23.65,-70.4,Holiday Inn Express Antofagasta
669,Itamaraju,BR,81.61,light rain,-17.0392,-39.5311,Hotel Vista Bela
670,Liuzhou,CN,61.12,clear sky,24.3126,109.3892,Linjiang Inn
671,Saldanha,ZA,69.8,scattered clouds,-33.0117,17.9442,Blue Bay Lodge
676,Ahipara,NZ,61.14,clear sky,-35.1667,173.1667,Ahipara Holiday Park
677,Nachingwea,TZ,73.04,overcast clouds,-10.3833,38.7667,Makoga lodge
683,Vilcun,CL,82.4,clear sky,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
685,Makakilo City,US,73.4,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
686,Doha,QA,62.6,clear sky,25.2867,51.5333,Doha Marriott Hotel
694,Plettenberg Bay,ZA,69.62,broken clouds,-34.0527,23.3716,Thanda Vista B&B
696,Yulara,AU,71.6,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
699,Kirakira,SB,79.79,overcast clouds,-10.4544,161.9205,SanBiz Lodge
703,Wattegama,LK,77.0,clear sky,6.7989,81.4808,
705,Igboho,NG,84.45,broken clouds,8.8333,3.75,More Hotet LTD
707,Aswan,EG,64.74,clear sky,24.0934,32.907,Nuba Nile
710,Lakes Entrance,AU,60.01,few clouds,-37.8811,147.981,The Esplanade Resort & Spa
711,Quelimane,MZ,82.4,broken clouds,-17.8786,36.8883,Hotel Flamingo
715,Urambo,TZ,65.95,overcast clouds,-5.0667,32.05,Fair Lodge
718,Tabou,CI,80.46,few clouds,4.423,-7.3528,hotêl doufoulougou
720,Hobyo,SO,77.02,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
